"Treinamento","CATEGORIAS_1","(0: irrelevante ; 1: relevante ; 2: muito relevante)"
"@michelpinho a calçada mal engembrada ciclofaixa compartilhada, vindo do entroncamento acaba na coca cola, do mesmo lado. a obra seguiu sem ser feito absolutamente nada e assim ficou até hj. trecho perto do nazare não tem ciclofaixa do lado oposto.","0",""
"@vencomigo @ferfuturegirl eu sou super desconfiada com esses truques de internet, nunca nem tento jkkkh
tipo miojo ou coca-cola como soluçao pra tudo na sua casa","0",""
"não jogo na cara nada doque eu já fiz por alguém. mesmo se a pessoa não tiver gratidão pelo oque eu fiz. mas eu aguardo sentadinha comendo pipoca e com uma coca cola esperando a lei do retorno, o mundo girar. olha que não demora hein rs😉","1",""
"coisas inúteis sobre mim
altura — 1,72
idade — 17
tamanho do pé — 37
signo — sagitário 
tatuagens — 1
piercing — 0
cor fav — rosa
série fav — pll kkkkkkk
animal fav — cachorro
comida fav ー estrogonofe 
bebida fav — coca cola https://t.co/lji7tvk9kx","2",""
"vamo se encontrar , vamo se usar, cola que nem coca chama aí que eu vou colar , eu sei que o passado ele é smp complicado mas hj eu boto fé que eu vou descomplicar 😛","0",""
"coisas inúteis sobre mim
altura — 1,87
idade — 16
tamanho do pé — 43
signo — capricórnio
tatuagens — 0
piercing — 0
cor fav — preto 
série fav — breaking bad
animal fav — macaco
comida fav — bobó de camarão
bebida fav — coca cola https://t.co/nmpworuspu","2",""
"e não tinha uma coca cola pra ajudar","0",""
"@bye_esther coxinha com coca cola é a melhor combinação","1",""
"ir na padaria pra comprar coxinha, bolinha de queijo e coca cola pra tomar café da manhã","1",""
"as vezes no silencio da noite eu fico imaginando.... o baekhyun todo boiola falando coca cola nomo majisooooo","0",""
"tomando a sexta latinha de coca cola do dia","1",""
"@delucca cerveja já eliminei suco tomo pouco mas coca cola e melita tem boa parte dos meus poucos ganhos😚","1",""
"minha irmã fez o favor de comprar esfirra e coca cola! deussss me ajuda","1",""
"@ikxfrx amor nois demais 
do nada eu falano q vo pegar um copin de coca cola","0",""
"@lukinhaxlucas então teu melhor amigo é uma garrafa de coca cola vazia?","0",""
"coisas inúteis sobre mim
altura — 1,72
idade — 18
tamanho do pé — 39
signo — leão
tatuagens — 0
piercing — 3
cor fav — azul / roxo / rosa
série fav — tvd / shadowhunters /  teen wolf
animal fav — gato
comida fav ー hambúrguer 
bebida fav — coca-cola
jogo fav — sla, só jogo free https://t.co/t0jwegetqe","2",""
"caminhoneiros kkkk mais especificamente da coca cola https://t.co/tnrxnyyxna","0",""
"@baudomine o mlk ta só o pó da coca cola","0",""
"coisas inúteis sobre mim
altura — 1,91
idade — 24
tamanho do pé — 41
signo — aquário
tatuagens — 17 
piercing — 0
cor fav — preto 
série fav — 🤷🏻‍♂️
animal fav — cachorro
comida fav ー pizza de frango com catupiry 
bebida fav — coca cola . https://t.co/r67sapmege","0",""
"tomei 2 litros de coca cola hoje","1",""
"melhor que eu ninguém te conhece, eu tô bem bem 🎶 cola que nem coca, falei pras minhas amigas que ia no cinema, fala pros seus amigos que vai resolver um problema 🥂 https://t.co/bruqiphsd9","0",""
"te amo te amo mas você você não me da bola, vou me afundar em um copinha de coca-cola...","0",""
"coisas inúteis sobre mim

altura — 1,52
tamanho do pé — 33/34
signo — aquario
tatuagens — 0
piercing — 6
cor fav — vermelho
série fav — breaking bad
animal fav — aguia
comida fav — sushi
bebida fav — coca cola 
jogo fav — uno https://t.co/s9zvuwt2ew","2",""
"pior q não é nem piada vei
eu já chorei por churrasco 
por chiclete
por ter que esperar 5min pra poder fazer meu prato
pelo catupiry que caiu da minha esfiha  
por coca cola
..... https://t.co/hnyrvezpjz","0",""
"rt @ojoioeotrigo: contestada e sob descrédito internacional, uma organização criada pela coca-cola e mantida por dezenas de corporações enc…","0",""
"coisas inúteis sobre mim

altura— 1,56
tamanho do pé— 36
signo— virgem
tatuagens— 6
piercing— nenhum (pq tirei)
cor fav— preto
série fav— elite 
animal fav— cachorro
comida favー lasanha
bebida fav— coca cola 
jogo fav— nenhum https://t.co/4beezazn4k","2",""
"coisas inúteis sobre mim
altura — 1,66
idade — 16
tamanho do pé — 36 🤡
tatuagens — 0
piercing — 1
cor fav — rosa
série fav — elite
animal fav —  todos
comida fav — pizza
bebida fav — coca cola https://t.co/hhl9dmydir","2",""
"briga de gente grande
coca cola ou pepsi?","0",""
"@zaac_sants_ofc amigo, quebra ele, e coloca os pedaço num copão com coca cola
só sucesso","0",""
"você traz a coca-cola, eu tomo. você bota a mesa, eu como... você","0",""
"coisas inúteis sobre mim
altura — 1,64
idade — 22
tamanho do pé — 35
signo — leão 
tatuagens — 1
piercing — 2
cor fav — rosa
série fav — vikings e got
animal fav — todos
comida fav ー strogonoff de shitake com purê
bebida fav — álcool/cerveja , normal/coca cola https://t.co/lhiky42fcc","2",""
"coisas inúteis sobre mim
altura — 1,56
idade — 19
tamanho do pé — 36
signo — virgem 
tatuagens — 0
piercing — 0
cor fav — preto
série fav — one day at a time
animal fav—cachorro 
comida fav-- strogonoff
bebida fav — coca cola e caipirinha https://t.co/ijdd7ysqck","2",""
"meu deus, estou bebendo muita coca cola","1",""
"@vivianslgd_ nunca vou esquecer de você chorando por conta da coca cola kkkkkkkk","1",""
"como eu amo coca cola","2",""
"tomar um gole dessa coca cola pra esquecer os problemas","1",""
